ticker,asset_class,source_index,sector,company,source_url
BATS.L,equity,ftse100,Tobacco,British American Tobacco,https://en.wikipedia.org/wiki/FTSE_100_Index
BBOX.L,equity,ftse100,Real Estate Investment Trusts,Tritax Big Box REIT,https://en.wikipedia.org/wiki/FTSE_100_Index
BBY.L,equity,ftse250,Construction & Materials,Balfour Beatty,https://en.wikipedia.org/wiki/FTSE_250_Index
BCG.L,equity,ftse250,Consumer Digital Services,Baltic Classifieds,https://en.wikipedia.org/wiki/FTSE_250_Index
BEZ.L,equity,ftse100,Insurance,Beazley,https://en.wikipedia.org/wiki/FTSE_100_Index
BGEO.L,equity,ftse100,Banking Services,Lion Finance Group,https://en.wikipedia.org/wiki/FTSE_100_Index
BGFD.L,equity,ftse250,Investment Trusts,Baillie Gifford Japan Trust,https://en.wikipedia.org/wiki/FTSE_250_Index
BHMG.L,equity,ftse250,Hedge Funds,BH Macro,https://en.wikipedia.org/wiki/FTSE_250_Index
BKG.L,equity,ftse250,Household goods & home construction,Berkeley Group Holdings,https://en.wikipedia.org/wiki/FTSE_250_Index
BLND.L,equity,ftse100,Real estate,British Land,https://en.wikipedia.org/wiki/FTSE_100_Index
BME.L,equity,ftse250,Retailers,B&M,https://en.wikipedia.org/wiki/FTSE_250_Index
BMY.L,equity,ftse250,Media,Bloomsbury Publishing,https://en.wikipedia.org/wiki/FTSE_250_Index
BNKR.L,equity,ftse250,Investment Trusts,Bankers Investment Trust,https://en.wikipedia.org/wiki/FTSE_250_Index
BNZL.L,equity,ftse100,Support services,Bunzl,https://en.wikipedia.org/wiki/FTSE_100_Index
BOWL.L,equity,ftse250,Travel and leisure,Hollywood Bowl Group,https://en.wikipedia.org/wiki/FTSE_250_Index
BOY.L,equity,ftse250,Industrial Engineering,Bodycote,https://en.wikipedia.org/wiki/FTSE_250_Index
BP.L,equity,ftse100,Oil & gas producers,BP,https://en.wikipedia.org/wiki/FTSE_100_Index
BPCR.L,equity,ftse250,Investment Trusts,Biopharma Credit,https://en.wikipedia.org/wiki/FTSE_250_Index
BPT.L,equity,ftse250,Financial Services,Bridgepoint Group,https://en.wikipedia.org/wiki/FTSE_250_Index
BRBY.L,equity,ftse100,Personal goods,Burberry Group,https://en.wikipedia.org/wiki/FTSE_100_Index
BREE.L,equity,ftse250,Construction & Materials,Breedon Group,https://en.wikipedia.org/wiki/FTSE_250_Index
BRGE.L,equity,ftse250,Investment Trusts,BlackRock Greater Europe Investment Trust,https://en.wikipedia.org/wiki/FTSE_250_Index
BRSC.L,equity,ftse250,Investment Trusts,BlackRock Smaller Companies Trust,https://en.wikipedia.org/wiki/FTSE_250_Index
BRWM.L,equity,ftse250,Investment Trusts,BlackRock World Mining Trust,https://en.wikipedia.org/wiki/FTSE_250_Index
BT-A.L,equity,ftse100,Telecommunications services,BT Group,https://en.wikipedia.org/wiki/FTSE_100_Index
BTRW.L,equity,ftse100,Household goods & home construction,Barratt Redrow,https://en.wikipedia.org/wiki/FTSE_100_Index
BUT.L,equity,ftse250,Investment Trusts,Brunner Investment Trust,https://en.wikipedia.org/wiki/FTSE_250_Index
BWY.L,equity,ftse250,Home Construction,Bellway,https://en.wikipedia.org/wiki/FTSE_250_Index
BYG.L,equity,ftse250,Real Estate Investment Trusts,Big Yellow Group,https://en.wikipedia.org/wiki/FTSE_250_Index
BYIT.L,equity,ftse250,Aerospace & Defence,Bytes Technology Group,https://en.wikipedia.org/wiki/FTSE_250_Index
CBG.L,equity,ftse250,Financial Services,Close Brothers Group,https://en.wikipedia.org/wiki/FTSE_250_Index
CCC.L,equity,ftse100,Software & Computer Services,Computacenter,https://en.wikipedia.org/wiki/FTSE_100_Index
CCEP.L,equity,ftse100,Beverages,Coca-Cola Europacific Partners,https://en.wikipedia.org/wiki/FTSE_100_Index
CCH.L,equity,ftse100,Beverages,Coca-Cola HBC,https://en.wikipedia.org/wiki/FTSE_100_Index
CGT.L,equity,ftse250,Investment Trusts,Capital Gearing Trust,https://en.wikipedia.org/wiki/FTSE_250_Index
CHG.L,equity,ftse250,Aerospace & Defence,Chemring Group,https://en.wikipedia.org/wiki/FTSE_250_Index
CKN.L,equity,ftse250,Industrial Transportation,Clarkson,https://en.wikipedia.org/wiki/FTSE_250_Index
CLDN.L,equity,ftse250,Investment Trusts,Caledonia Investments,https://en.wikipedia.org/wiki/FTSE_250_Index
CMCX.L,equity,ftse250,Financial Services,CMC Markets,https://en.wikipedia.org/wiki/FTSE_250_Index
CNA.L,equity,ftse100,Multiline utilities,Centrica,https://en.wikipedia.org/wiki/FTSE_100_Index
COA.L,equity,ftse250,Consumer Staples,Coats Group,https://en.wikipedia.org/wiki/FTSE_250_Index
CORD.L,equity,ftse250,Investment Trusts,Cordiant Digital Infrastructure,https://en.wikipedia.org/wiki/FTSE_250_Index
COST.L,equity,ftse250,Engineering and Construction,Costain Group,https://en.wikipedia.org/wiki/FTSE_250_Index
CPG.L,equity,ftse100,Support services,Compass Group,https://en.wikipedia.org/wiki/FTSE_100_Index
CRDA.L,equity,ftse100,Chemicals,Croda International,https://en.wikipedia.org/wiki/FTSE_100_Index
CSN.L,equity,ftse250,Life Insurance,Chesnara,https://en.wikipedia.org/wiki/FTSE_250_Index
CTEC.L,equity,ftse100,Health care equipment & supplies,Convatec,https://en.wikipedia.org/wiki/FTSE_100_Index
CTY.L,equity,ftse250,Investment Trusts,City of London Investment Trust,https://en.wikipedia.org/wiki/FTSE_250_Index
CURY.L,equity,ftse250,Retailers,Currys,https://en.wikipedia.org/wiki/FTSE_250_Index
CVSG.L,equity,ftse250,Health Care,CVS Group,https://en.wikipedia.org/wiki/FTSE_250_Index
CWK.L,equity,ftse250,Food Producers,Cranswick,https://en.wikipedia.org/wiki/FTSE_250_Index
CWR.L,equity,ftse250,Alternative Energy,Ceres Power,https://en.wikipedia.org/wiki/FTSE_250_Index
DATA.L,equity,ftse250,Industrial Goods and Services,GlobalData,https://en.wikipedia.org/wiki/FTSE_250_Index
DCC.L,equity,ftse100,Support services,DCC Energy,https://en.wikipedia.org/wiki/FTSE_100_Index
DGE.L,equity,ftse100,Beverages,Diageo,https://en.wikipedia.org/wiki/FTSE_100_Index
DLN.L,equity,ftse250,Real Estate Investment Trusts,Derwent London,https://en.wikipedia.org/wiki/FTSE_250_Index
DNLM.L,equity,ftse250,Retailers,Dunelm Group,https://en.wikipedia.org/wiki/FTSE_250_Index
DOCS.L,equity,ftse250,Retailers,Dr. Martens,https://en.wikipedia.org/wiki/FTSE_250_Index
DOM.L,equity,ftse250,Travel & Leisure,Domino's Pizza,https://en.wikipedia.org/wiki/FTSE_250_Index
DPLM.L,equity,ftse100,Industrial Support services,Diploma,https://en.wikipedia.org/wiki/FTSE_100_Index
DRX.L,equity,ftse250,Electricity,Drax Group,https://en.wikipedia.org/wiki/FTSE_250_Index
DSCV.L,equity,ftse250,Support Services,discoverIE,https://en.wikipedia.org/wiki/FTSE_250_Index
EDIN.L,equity,ftse250,Investment Trusts,Edinburgh Investment Trust,https://en.wikipedia.org/wiki/FTSE_250_Index
EDV.L,equity,ftse100,Mining,Endeavour Mining,https://en.wikipedia.org/wiki/FTSE_100_Index
ELM.L,equity,ftse250,Chemicals,Elementis,https://en.wikipedia.org/wiki/FTSE_250_Index
EMG.L,equity,ftse250,Investment Trusts,Man Group,https://en.wikipedia.org/wiki/FTSE_250_Index
ENOG.L,equity,ftse250,Oil & Gas Producers,Energean,https://en.wikipedia.org/wiki/FTSE_250_Index
ENT.L,equity,ftse100,Travel & leisure,Entain,https://en.wikipedia.org/wiki/FTSE_100_Index
ESCT.L,equity,ftse250,Investment Trusts,European Smaller Companies Trust,https://en.wikipedia.org/wiki/FTSE_250_Index
EWG.L,equity,ftse250,Financial Services,Eurowag,https://en.wikipedia.org/wiki/FTSE_250_Index
EWI.L,equity,ftse250,Investment Trusts,Edinburgh Worldwide Investment Trust,https://en.wikipedia.org/wiki/FTSE_250_Index
EXPN.L,equity,ftse100,Support services,Experian,https://en.wikipedia.org/wiki/FTSE_100_Index
EZJ.L,equity,ftse250,Travel and Leisure,EasyJet,https://en.wikipedia.org/wiki/FTSE_250_Index
FAN.L,equity,ftse250,Construction & Materials,Volution Group,https://en.wikipedia.org/wiki/FTSE_250_Index
FCH.L,equity,ftse250,Financial Services,Funding Circle,https://en.wikipedia.org/wiki/FTSE_250_Index
FCIT.L,equity,ftse100,Collective investments,F & C Investment Trust,https://en.wikipedia.org/wiki/FTSE_100_Index
FCSS.L,equity,ftse250,Investment Trusts,Fidelity China Special Situations,https://en.wikipedia.org/wiki/FTSE_250_Index
FEML.L,equity,ftse250,Investment Trusts,Fidelity Emerging Markets,https://en.wikipedia.org/wiki/FTSE_250_Index
FEV.L,equity,ftse250,Investment Trusts,Fidelity European Trust,https://en.wikipedia.org/wiki/FTSE_250_Index
FGEN.L,equity,ftse250,Investment Trusts,Foresight Environmental Infrastructure,https://en.wikipedia.org/wiki/FTSE_250_Index
FGP.L,equity,ftse250,Travel & Leisure,FirstGroup,https://en.wikipedia.org/wiki/FTSE_250_Index
FGT.L,equity,ftse250,Equity Investments,Finsbury Growth & Income Trust,https://en.wikipedia.org/wiki/FTSE_250_Index
FOUR.L,equity,ftse250,Media,4imprint,https://en.wikipedia.org/wiki/FTSE_250_Index
FRAS.L,equity,ftse250,Retailers,Frasers Group,https://en.wikipedia.org/wiki/FTSE_250_Index
FRES.L,equity,ftse100,Mining,Fresnillo plc,https://en.wikipedia.org/wiki/FTSE_100_Index
FSG.L,equity,ftse250,Investment Banking and Brokerage Services,Foresight Group,https://en.wikipedia.org/wiki/FTSE_250_Index
FSV.L,equity,ftse250,Investment Trusts,Fidelity Special Values,https://en.wikipedia.org/wiki/FTSE_250_Index
GAMA.L,equity,ftse250,Telecommunications,Gamma Communications,https://en.wikipedia.org/wiki/FTSE_250_Index
GAW.L,equity,ftse100,Leisure Goods,Games Workshop,https://en.wikipedia.org/wiki/FTSE_100_Index
GBG.L,equity,ftse250,Software and Computer Services,GB Group,https://en.wikipedia.org/wiki/FTSE_250_Index
GCP.L,equity,ftse250,General Financial,GCP Infrastructure Investments,https://en.wikipedia.org/wiki/FTSE_250_Index
GDWN.L,equity,ftse250,General Industrials,Goodwin,https://en.wikipedia.org/wiki/FTSE_250_Index
GEN.L,equity,ftse250,Construction & Materials,Genuit Group,https://en.wikipedia.org/wiki/FTSE_250_Index
GFRD.L,equity,ftse250,Construction,Galliford Try,https://en.wikipedia.org/wiki/FTSE_250_Index
GFTU.L,equity,ftse250,Support Services,Grafton Group,https://en.wikipedia.org/wiki/FTSE_250_Index
GLEN.L,equity,ftse100,Mining,Glencore,https://en.wikipedia.org/wiki/FTSE_100_Index
GNC.L,equity,ftse250,"Food, Beverage and Tobacco",Greencore,https://en.wikipedia.org/wiki/FTSE_250_Index
GNS.L,equity,ftse250,Pharmaceuticals & Biotechnology,Genus,https://en.wikipedia.org/wiki/FTSE_250_Index
GPE.L,equity,ftse250,Real Estate Investment Trusts,Great Portland Estates,https://en.wikipedia.org/wiki/FTSE_250_Index
GRG.L,equity,ftse250,Food & Drug Retailers,Greggs,https://en.wikipedia.org/wiki/FTSE_250_Index
GRI.L,equity,ftse250,Real Estate Investment & Services,Grainger,https://en.wikipedia.org/wiki/FTSE_250_Index
GROW.L,equity,ftse250,Financial Services,Molten Ventures,https://en.wikipedia.org/wiki/FTSE_250_Index
GSCT.L,equity,ftse250,Investment Trusts,Global Smaller Companies Trust,https://en.wikipedia.org/wiki/FTSE_250_Index
GSK.L,equity,ftse100,Pharmaceuticals & biotechnology,GSK plc,https://en.wikipedia.org/wiki/FTSE_100_Index
HANA.L,equity,ftse250,Investment Trusts,Hansa Investment Company,https://en.wikipedia.org/wiki/FTSE_250_Index
HAS.L,equity,ftse250,Support Services,Hays,https://en.wikipedia.org/wiki/FTSE_250_Index
HBR.L,equity,ftse250,Oil & Gas Producers,Harbour Energy,https://en.wikipedia.org/wiki/FTSE_250_Index
HFD.L,equity,ftse250,Retailers,Halfords,https://en.wikipedia.org/wiki/FTSE_250_Index
HFEL.L,equity,ftse250,Investment Trusts,Henderson Far East Income,https://en.wikipedia.org/wiki/FTSE_250_Index
HFG.L,equity,ftse250,Food Producers,Hilton Food Group,https://en.wikipedia.org/wiki/FTSE_250_Index
HGT.L,equity,ftse250,Investment Trusts,Hg Capital Trust,https://en.wikipedia.org/wiki/FTSE_250_Index
